ID ,name ,category ,main_category ,currency ,deadline ,goal ,launched ,pledged ,state ,backers ,country ,usd pledged 
1429352650,TEACHINGS,Shorts,Film & Video,USD,2014-02-14 21:52:29,2000,2014-01-24 21:52:29,2035,successful,25,US,2035
1921943982,Hygenie Flush -  Toilet lid must be down to push flusher,Gadgets,Technology,GBP,2016-03-03 18:04:20,25000,2016-02-02 18:04:20,1,failed,1,GB,1.42576674
2130556118,Sam & Ella: A Children's Book on Food Safety,Children's Books,Publishing,USD,2014-09-10 08:06:12,7495,2014-08-20 08:06:12,1608,failed,24,US,1608
1215316289,Shirey-Viglione-Khan are Gentlemen and Assassins -The EP!,Indie Rock,Music,USD,2011-09-17 17:21:03,6000,2011-08-18 17:21:03,6649.4,successful,240,US,6649.4
427768444,World's Only Sitcom Podcast,Mixed Media,Art,USD,2015-03-10 05:59:00,999,2015-02-11 05:07:35,95,failed,16,US,95
155226975,The Trade,Graphic Novels,Comics,GBP,2016-10-31 10:27:36,800,2016-10-01 11:27:36,1195,successful,64,GB,614.4433086
2060848062,Voice of the Angels Spiritual Cards - Bring them back!,Tabletop Games,Games,USD,2014-07-08 16:44:46,14444,2014-06-02 16:44:46,1612,canceled,37,US,1612
1089959429,Reminisce,Film & Video,Film & Video,GBP,2014-09-30 10:20:47,25000,2014-08-11 10:20:47,40,failed,1,GB,67.1008088
362936134,Nymbol's Secret Garden Pilot,Webseries,Film & Video,USD,2012-11-14 08:59:00,6000,2012-10-15 07:28:09,7757,successful,118,US,7757
1851291492,"""Stars In My Eyes and Eyes In My Stars",Country & Folk,Music,USD,2012-10-07 17:38:31,1000,2012-09-07 17:38:31,215,failed,6,US,215
1040491523,Creations From Alpaca Fiber,DIY,Crafts,USD,2014-09-03 20:38:50,300,2014-08-04 20:38:50,61,failed,5,US,61
80179605,Detroit Again,Photography,Photography,USD,2013-10-10 01:02:19,18000,2013-09-22 01:02:19,25,failed,1,US,25
1150750622,Leaning In,Music,Music,USD,2012-01-01 05:39:00,2400,2011-11-26 14:32:09,2635,successful,66,US,2635
559731484,Okie-Dokie Spa Fun. Getting clean should be fun !!,Product Design,Design,USD,2016-09-21 21:04:12,60000,2016-08-22 21:04:12,2,failed,2,US,0
49922440,Expanding Hand Made Tie Dye Business - EXCELLENT REWARDS!,Fashion,Fashion,USD,2012-07-21 22:39:30,5000,2012-06-21 22:39:30,327,failed,6,US,327
1421309972,Long Ranch 4 Boys Benefit Music Festival advertising funds,Music,Music,USD,2016-02-19 02:58:00,200,2016-01-22 00:20:52,0,failed,0,US,0
127181053,On the Edge of Some Place Else: A Novel,Fiction,Publishing,USD,2013-10-06 03:36:00,4500,2013-09-06 03:36:00,821,failed,14,US,821
1895052319,Dailyboother App,Apps,Technology,USD,2015-05-23 18:48:46,5000,2015-04-08 18:48:46,35,failed,3,US,35
1536265960,Help Over the Moon Productions debut original work in NYC!,Theater,Theater,USD,2014-04-15 21:20:51,8000,2014-04-01 21:20:51,10630,successful,173,US,10630
1850349,Lillian Nichole's Album,Indie Rock,Music,USD,2011-01-01 04:27:05,2100,2010-12-02 04:27:05,590,failed,9,US,590
1439542238,Search. Shop. STEF!,Apps,Technology,EUR,2015-04-26 21:24:21,20000,2015-03-27 20:24:21,2451,failed,28,NL,2689.9864707
2011618678,"Holy Bible : hand written  King James Version / 4,000 pages",Art,Art,USD,2014-11-26 11:50:07,70000,2014-10-17 11:50:07,4,failed,4,US,4
632788825,POE!,Musical,Theater,USD,2016-10-07 17:11:00,25000,2016-08-08 18:15:06,1,failed,1,US,0
825829916,THE AFTERLIFE FILES,Television,Film & Video,USD,2015-03-09 08:20:04,500000,2015-01-28 09:20:04,10277,failed,35,US,10277
1543086415,delMARVELOUS,Webseries,Film & Video,USD,2014-11-30 03:49:46,20000,2014-10-31 02:49:46,20702,successful,218,US,20702
635706941,"How it Looks, How it Lasts.",Documentary,Film & Video,USD,2011-08-25 03:22:44,5000,2011-06-16 03:22:44,2015,failed,29,US,2015
346722504,Manned Full Size QuadCopter with AutoPilot - The Pyramid MK1,Flight,Technology,GBP,2015-07-31 12:11:00,33333,2015-07-08 15:47:22,0,failed,0,GB,0
1040780348,You Are My Hope - The Single by Chris Olson and Wisdom Moon,Music,Music,USD,2012-09-30 18:58:58,1100,2012-09-07 18:58:58,1160,successful,19,US,1160
1870529204,"Electrified Body Performance in Syndey, Australia for NIME 2010 (Canceled)",Art,Art,USD,2010-05-15 06:00:00,2000,2010-04-07 21:42:24,50,canceled,1,US,50
924462399,FriendChain iOS & Android mobile Application (Canceled),Apps,Technology,GBP,2014-11-05 22:00:00,9500,2014-10-22 15:09:38,4,canceled,1,GB,6.46656944
2011417349,"Pterodactyl: ""School Glue"" Video",Indie Rock,Music,USD,2011-10-02 00:29:00,2222,2011-08-25 00:30:33,2240.66,successful,49,US,2240.66
1598462360,Playing Cards by The Wrench and Rodent - Printed by USPCC,Product Design,Design,USD,2014-08-10 20:31:03,15000,2014-07-11 20:31:03,6609,failed,61,US,6609
1683684523,Dirty Dealing 3D - feature film,Narrative Film,Film & Video,USD,2013-04-21 10:00:16,40000,2013-03-22 09:00:16,8669,failed,40,US,8669
403046904,Varney the Vampire: for Thrillbent.com (Digital & Print),Comics,Comics,USD,2014-03-26 04:02:38,30000,2014-02-24 05:02:38,7941,failed,92,US,7941
1597393991,Shamevillé,Comedy,Film & Video,USD,2015-08-02 08:44:13,275,2015-07-03 08:44:13,0,failed,0,US,0
596457881,Cooney the Profane Cat - the Web Series,Webseries,Film & Video,USD,2013-11-15 08:00:00,49000,2013-10-30 16:55:20,251,failed,2,US,251
1651810205,AMAZONS UNITE!!! A fictional story that you should see!,Fiction,Publishing,USD,2013-02-15 16:30:00,750,2013-02-13 00:08:49,0,failed,0,US,0
1624498763,ZIINGLES: LOVE YOUR MOUTH,Small Batch,Food,CAD,2016-09-07 04:54:11,1000,2016-08-08 04:54:11,92,failed,1,CA,0
439054551,En Ténèbres: Issue #2 (Canceled),Comic Books,Comics,USD,2014-11-30 17:10:12,1000,2014-10-31 16:10:12,360,canceled,16,US,360
720584219,Chasing Opal's First EP - 'State of Mind',Music,Music,USD,2016-06-06 06:00:00,5000,2016-05-04 08:49:52,5405,successful,80,US,5100
1602988475,5801-S Cinema Slider,Product Design,Design,USD,2013-05-23 02:00:00,16000,2013-04-22 15:44:08,26,failed,3,US,26
638432776,Early Lives,Webseries,Film & Video,GBP,2015-03-04 23:01:38,15000,2015-01-08 23:01:38,1,failed,1,GB,1.51421316
82332328,Sicarius & Red Echo,Comic Books,Comics,USD,2015-12-12 22:35:16,2500,2015-10-13 22:35:16,0,failed,0,US,0
547284377,"Open an Art Studio in Fremont, CA",Painting,Art,USD,2015-03-01 08:45:11,3200,2015-02-03 08:45:11,11,failed,2,US,11
98642816,DigiShade Laptop Sun Shade for MacBook Pro & MacBook Air,Product Design,Design,USD,2014-04-01 06:00:00,5000,2014-02-28 16:16:03,9548,successful,123,US,9548
608222811,Shark Beads,Jewelry,Fashion,USD,2016-05-05 00:29:25,25000,2016-04-05 00:29:25,245,failed,7,US,245
1753480065,The Breaking Heartstrings National Tour,Rock,Music,USD,2011-08-06 20:26:05,1500,2011-07-07 20:26:05,3191.66,successful,80,US,3191.66
366739721,La Rivière Interdite / La Comédie Musicale,Musical,Theater,CAD,2015-06-01 05:59:00,8500,2015-05-04 18:44:38,173,failed,5,CA,142.28015126
1041692841,The Living Buddha,Documentary,Film & Video,USD,2012-01-29 23:08:25,15000,2011-12-30 23:08:25,280,failed,6,US,280
1079446658,The Towel Hugger - Give Your Towel a Hug,Gadgets,Technology,USD,2015-02-27 03:22:06,55500,2015-01-28 03:22:06,17,failed,4,US,17
1428551187,Total Social,Apps,Technology,USD,2016-12-21 20:17:47,100000,2016-11-01 19:17:47,1,canceled,1,US,1
1806698114,De-Fining Liberal,Literary Journals,Publishing,USD,2014-12-20 22:54:04,5000,2014-11-20 22:54:04,0,failed,0,US,0
1558507971,"""Eric Stone's Debut Album""",Pop,Music,USD,2013-06-03 23:47:00,1000,2013-05-04 23:47:00,1130,successful,32,US,1130
364667250,"Pieces Of Victory, Jeneen Miller",Nonfiction,Publishing,USD,2013-07-28 18:57:30,50000,2013-06-28 18:57:30,560,failed,6,US,560
899902719,The Sandwich that beat Uwe Boll's Movie (Suspended),Food,Food,CAD,2015-07-09 05:45:40,30000,2015-06-09 05:45:40,1,suspended,1,CA,0.80381071
593453651,SugarFixx,Accessories,Fashion,USD,2014-08-13 19:04:57,7500,2014-07-14 19:04:57,6,failed,2,US,6
1489171762,The 8th Annual Brooklyn Hip-Hop Festival,Hip-Hop,Music,USD,2012-06-19 04:18:00,15000,2012-06-04 23:43:13,15121,successful,174,US,15121
1362714232,Create a pantheon for the modern mind.,Illustration,Art,USD,2015-12-09 18:03:19,12000,2015-11-09 18:03:19,1,failed,1,US,1
612069708,Charioteer's Son - Mythological Fiction based on Mahabharata,Fiction,Publishing,AUD,2016-04-21 11:02:00,7000,2016-03-22 23:33:06,169,failed,4,AU,128.23771714
173855866,Fairytale / Folklore inspired Clothing Collection,Product Design,Design,GBP,2013-11-13 02:45:44,8000,2013-10-24 02:45:44,1,failed,1,GB,1.61273935
1615832901,Help me make find my signature dish!,Food,Food,USD,2016-02-18 01:25:43,50,2016-02-03 01:25:43,0,failed,0,US,0
850496534,Performance Bamboo Sunglasses by Grein Optics,Product Design,Design,USD,2012-07-07 21:15:52,1000,2012-05-23 21:15:52,6010,successful,47,US,6010
628807230,The VIRUS Empire Strix vest,Apparel,Fashion,GBP,2015-03-25 20:35:59,150,2015-02-23 21:35:59,178,successful,8,GB,274.1067657
1404132875,Noe & Stanley: 15k for 2015,Music,Music,USD,2015-01-11 07:02:03,15000,2014-12-02 07:02:03,15041,successful,152,US,15041
1647199917,The Oldest Sentury (A Book By Gregory Scott),Fiction,Publishing,USD,2013-12-02 07:02:46,30000,2013-11-02 06:02:46,50,failed,1,US,50
1047189661,CHILLS: A short horror film,Shorts,Film & Video,USD,2011-12-25 17:29:19,4999,2011-11-15 17:29:19,265,failed,7,US,265
1348899166,The Drank Tank - Drinking Evolved (Suspended),Hardware,Technology,CAD,2015-01-21 16:44:11,25650,2014-12-22 16:44:11,3344,suspended,34,CA,2882.06047536
1310463158,Spider Powers: Season Two,Animation,Film & Video,USD,2014-03-06 02:23:21,5000,2014-02-04 02:23:21,237,failed,7,US,237
1489338803,"Luv Your Hair, Love Yourself",Fashion,Fashion,USD,2014-02-15 06:00:00,950,2014-01-27 22:13:34,330,failed,11,US,330
1850855589,Upon a Midnight Dreary,Theater,Theater,USD,2011-07-13 23:58:04,600,2011-06-22 23:58:04,810,successful,15,US,810
1315236088,Hand crafted herb boxes for your window,Woodworking,Crafts,USD,2015-08-24 15:44:55,500,2015-06-25 15:44:55,0,failed,0,US,0
1009783855,Project green to the mainstream,Crafts,Crafts,USD,2012-03-04 04:37:09,20000,2012-02-03 04:37:09,25,failed,1,US,25
797795747,"Johanna Samuels - Debut Album: ""DOUBLE BIND""",Music,Music,USD,2014-04-02 20:03:29,10000,2014-03-03 20:03:29,11512.17,successful,198,US,11512.17
712277211,Mama Chic's DND Pram Sleep Cover,Product Design,Design,AUD,2014-02-24 14:00:26,10000,2014-01-25 14:00:26,796,failed,23,AU,697.70153016
218554028,Helles Teeth Teething Toy Colour Up,Product Design,Design,NZD,2016-10-25 23:05:56,2000,2016-10-04 23:05:56,4189,successful,56,NZ,1499.72751888
1307924975,Direbadger - Lasercut Roleplay Town & Dungeon Terrain,Tabletop Games,Games,EUR,2014-09-05 11:31:04,10000,2014-08-06 11:31:04,16378,successful,91,NL,21978.40534552
2127299940,Prosperity Brand Fashion,Fashion,Fashion,USD,2013-10-21 02:07:59,5000,2013-09-21 02:07:59,0,failed,0,US,0
1870647831,The Jolly Rogers' NEW ALBUM!,Country & Folk,Music,USD,2012-06-17 20:58:39,3000,2012-05-03 20:58:39,4498.43,successful,106,US,4498.43
1428802150,Physics: The Dating Simulator,Games,Games,USD,2016-12-02 18:30:36,2500,2016-11-02 17:30:36,31,failed,3,US,0
756392994,Bathroom for Belly Dancers - Studio space and more!,Spaces,Dance,USD,2015-05-28 17:12:00,5700,2015-04-28 17:12:00,6457,successful,77,US,6457
617735854,SNAK 2.0 - Et Kortspil der sætter hygge og nærvær på spil.,Playing Cards,Games,DKK,2015-10-13 17:00:00,20000,2015-08-26 22:36:49,24545,successful,46,DK,3790.11789315
1020850057,The Nerds Among Us,Video Games,Games,USD,2012-06-06 04:00:00,6000,2012-05-03 20:09:58,701.66,failed,32,US,701.66
184204384,Cleveland Films Technology Drive,Camera Equipment,Technology,USD,2015-09-15 19:18:00,2500,2015-08-03 19:32:27,1,failed,1,US,1
1000320473,Uncommon Rhythm - Season One,Film & Video,Film & Video,USD,2013-09-13 08:55:00,29700,2013-08-15 11:16:24,10410,failed,76,US,10410
1435724583,She Flew the Coop Documentary,Documentary,Film & Video,USD,2015-04-14 06:42:59,25000,2015-03-15 05:42:59,11202,failed,108,US,11202
1421111489,"Tales From The Floating Vagabond, Second Edition",Tabletop Games,Games,USD,2013-09-15 06:00:26,30000,2013-08-01 06:00:26,39476.22,successful,509,US,39476.22
1126313907,Bright Summer Night,Webseries,Film & Video,NZD,2015-12-19 00:58:40,20000,2015-11-19 00:58:40,25440.5,successful,450,NZ,16439.220901145
1807762493,Sideclick: Streamline Your Streaming Experience,Gadgets,Technology,USD,2015-05-22 02:34:53,150000,2015-04-07 02:34:53,109308,failed,2620,US,109308
1494528499,Support the Detroit Dance Project,Performance Art,Art,USD,2012-05-13 15:47:42,1000,2012-04-13 15:47:42,60,failed,4,US,60
577772537,"Le Frenchword Presents ""Fancy Mud"" Canadian Tour!",Theater,Theater,USD,2012-07-13 11:06:45,3700,2012-06-08 11:06:45,3909.99,successful,61,US,3909.99
980087802,Cry of the Mountain to Edinburgh Fringe,Theater,Theater,USD,2011-07-27 14:22:50,5800,2011-06-27 14:22:50,6056,successful,109,US,6056
654090453,The Beauty of Dichroic Glass,Glass,Crafts,USD,2014-10-22 15:26:37,910,2014-10-01 15:26:37,25,failed,1,US,25
166611689,Down & Out in The United States,Art Books,Publishing,USD,2012-04-11 22:25:38,30000,2012-03-12 21:25:38,0,failed,0,US,0
1777228335,Launching a Professional Photography Career,Digital Art,Art,USD,2015-10-04 01:28:09,5000,2015-09-04 01:28:09,1211,failed,15,US,1211
1321908803,The Wolf and the Wren,Children's Books,Publishing,USD,2014-09-07 17:26:50,7500,2014-08-18 17:26:50,75,failed,5,US,75
1860682929,The Happiest Book and Photo Exhibition on Earth,People,Photography,AUD,2016-10-01 13:30:00,40000,2016-08-03 05:10:47,40592,successful,298,AU,43.33651632
130579841,"Voices In A Lens- 60,  30 Second Messages To The World",Documentary,Film & Video,USD,2015-10-03 09:25:29,500,2015-09-03 09:25:29,0,canceled,0,US,0
282317498,new theater house presents midsummer,Theater,Theater,USD,2010-07-18 18:00:00,3000,2010-04-19 22:43:53,3236,successful,94,US,3236
847106092,Un-Erase Me,Shorts,Film & Video,USD,2014-08-18 00:00:36,6000,2014-07-19 00:00:36,11,failed,2,US,11
1586550320,"""Comin To Getcha"" New Ground Breaking Pop Album ",Pop,Music,USD,2010-07-11 05:38:00,1000,2010-05-11 07:32:40,1020,successful,19,US,1020
443570420,Shipwrights of the North Sea,Tabletop Games,Games,NZD,2014-03-14 02:00:00,8000,2014-02-12 02:53:51,73642.18,successful,1301,NZ,60986.3022663134
285031630,palermo,Restaurants,Food,USD,2014-10-02 17:13:51,20000,2014-09-02 17:13:51,0,failed,0,US,0
1522426006,The cool TWYCE - 2 Kids 1 Seat (Canceled),Product Design,Design,CAD,2014-11-21 22:12:47,650000,2014-10-22 22:12:47,602,canceled,8,CA,533.6269169
819250903,Awakening: The Art of Michael C. Hayes Volume Two,Art Books,Publishing,USD,2014-03-03 01:20:58,5000,2014-01-30 01:21:01,17015,successful,224,US,17015
853368226,Ron Foster,Fiction,Publishing,USD,2014-12-14 19:07:03,500,2014-11-14 19:07:03,0,failed,0,US,0
2062568801,Occupation Wars MOBA,Video Games,Games,USD,2015-09-29 00:00:00,1500,2015-08-31 17:49:14,27,failed,3,US,27
480355077,Pinstead Mobile Application,Apps,Technology,USD,2016-02-21 22:46:52,75000,2016-01-22 22:46:52,0,failed,0,US,0
1263319711,Fair Grove HS Boys Basketball - 2014/15 Season,Photography,Photography,USD,2014-12-01 02:00:00,800,2014-11-04 19:23:34,150,failed,3,US,150
32668496,Gallery Startup Project (Canceled),Photography,Photography,USD,2012-07-28 21:46:59,5000,2012-06-13 21:46:59,0,canceled,0,US,0
1551221186,Tesla Stormborn: #1 A Nikola Tesla Comic Series,Comics,Comics,USD,2015-07-11 05:59:00,3500,2015-06-10 18:53:24,6042,successful,140,US,6042
359762181,Get TUB to Sundance!  ,Shorts,Film & Video,USD,2010-01-13 18:00:00,2500,2009-12-30 23:25:37,3190,successful,72,US,3190
307233379,Bluebell Vol 1 Sketchbook,Illustration,Art,USD,2013-06-06 18:00:00,1100,2013-05-22 23:00:28,2785,successful,83,US,2785
967724162,Need to launch a website to sell my Natural Soaps (Canceled),Crafts,Crafts,EUR,2015-10-24 20:16:26,500,2015-08-25 20:16:26,0,canceled,0,ES,0
1721904604,t.e.l.l. New England,Periodicals,Publishing,USD,2016-01-01 17:00:00,18000,2015-11-23 19:25:46,6555,failed,66,US,6555
679794412,theOutsiders Music: Our First Album,Faith,Music,USD,2015-05-21 17:04:08,17000,2015-04-21 17:04:08,17712.01,successful,124,US,17712.01
31040815,Life Without Color - Documentary,Documentary,Film & Video,USD,2015-05-15 02:03:22,30000,2015-04-10 02:03:22,30242,successful,133,US,30242
577252832,Halfbreed Clothing Co.,Fashion,Fashion,USD,2012-04-12 22:26:53,20000,2012-03-13 21:26:53,70,failed,1,US,70
848539885,2014 Rockport Fishing Shirt by Hartwell Fishing Company,Fashion,Fashion,USD,2014-01-31 06:59:00,35000,2014-01-01 15:50:40,17170,failed,74,US,17170
260727154,30 Art Pieces In 30 Weeks,Painting,Art,USD,2012-06-02 07:59:00,30000,2012-05-03 05:11:30,691,failed,8,US,691
2069806070,'Trouble' - Let's get this show on the road,Theater,Theater,USD,2011-07-11 21:40:00,5000,2011-06-08 19:17:23,605,failed,11,US,605
306503095,Captain Dave's bus home (Canceled),Crafts,Crafts,USD,2015-08-27 19:18:24,10000,2015-06-28 19:18:24,515,canceled,7,US,515
1663175517,Baker's Corner Cafe,Food,Food,AUD,2015-08-11 10:07:38,3000,2015-07-12 10:07:38,10,failed,2,AU,7.4452125
9425821,Flare and the League of Champions Role-Playing Card Game,Tabletop Games,Games,USD,2010-07-25 23:45:00,7500,2010-06-19 00:12:24,75,failed,3,US,75
1129056353,PoseShot - Wireless Camera Extender for iPhone & Samsung,Camera Equipment,Technology,CAD,2014-02-01 12:16:06,15000,2013-12-13 12:16:06,177,canceled,3,CA,167.05473108
438608980,eric nemens photography,Photography,Photography,USD,2015-02-06 23:31:39,10000,2015-01-07 23:31:39,1,failed,1,US,1
126292503,ECO chat and calling,Technology,Technology,GBP,2016-11-22 11:53:02,350000,2016-10-13 11:53:02,1,failed,1,GB,0
1184378411,New House Art Fence of Awesomeness,Installations,Art,USD,2014-07-24 05:11:39,100,2014-07-09 05:11:39,1,failed,1,US,1
613042513,Knot a Keeper: Name Change After Divorce Service,Web,Technology,CAD,2016-04-17 04:41:51,25000,2016-03-18 03:41:51,36,failed,4,CA,26.95163544
173146756,Zettaly Avy: The Smart Speaker Powered by Android,Gadgets,Technology,USD,2015-02-13 05:59:00,50000,2015-01-02 23:06:33,30969,canceled,183,US,30969
773099465,Discovering Spain and Documenting Barcelona,Photography,Photography,USD,2011-02-26 03:51:43,3500,2011-01-12 03:51:43,0,failed,0,US,0
445955963,Indirect,Horror,Film & Video,USD,2016-11-15 02:26:48,2250,2016-10-18 02:26:48,2375,successful,32,US,760
1681126550,The Trooth and Nuthin but the Tooth  (A Fairy Tale),Children's Books,Publishing,CAD,2014-04-22 23:48:53,6800,2014-03-23 22:48:53,6924,successful,54,CA,6170.14409928
1445246726,Preserve Crosby Windmill - The Final Chapter,Architecture,Design,GBP,2015-03-06 03:00:29,15000,2015-02-04 03:00:29,15100,successful,66,GB,22770.215328
95068164,Andy's Threads - Android Clothing,Apparel,Fashion,USD,2014-10-13 23:21:55,8000,2014-09-13 23:21:55,1396,failed,18,US,1396
1614479627,Foreign Students: A Short film,Shorts,Film & Video,USD,2014-09-02 23:14:31,1000,2014-08-03 23:14:31,150,failed,3,US,150
675479922,Fund A New Breed Of Youtube Gaming Channel,Webseries,Film & Video,CAD,2015-02-27 17:16:54,1400,2014-12-29 17:16:54,6,failed,2,CA,5.15995428
826672481,RGB Shades: Programmable LED Glasses,Wearables,Technology,USD,2014-10-21 11:16:48,12000,2014-09-25 11:16:48,28755,successful,273,US,28755
149461013,Freedom TV,Apps,Technology,USD,2016-03-15 16:13:29,1000000,2016-01-15 17:13:29,7,failed,3,US,7
809247757,TIN-a dice and word board game. Meld elements. Refine words.,Tabletop Games,Games,USD,2012-07-07 06:00:00,3320,2012-06-09 00:56:07,412,failed,8,US,412
1946322213,The Best Hot Weather Pants With 16 Travel Features,Apparel,Fashion,USD,2016-07-11 21:00:00,50000,2016-06-01 23:30:29,273765,successful,1793,US,236463
1248054038,Open Wear: Open One | The Best Powder Ski & Snowboard Jacket,Apparel,Fashion,EUR,2016-07-27 23:59:00,15000,2016-06-27 09:55:30,51829.6,successful,201,NL,33593.26734344
654816622,(Sort of) Immortal By Laser (Not Really),Space Exploration,Technology,GBP,2015-03-13 21:36:27,1000,2015-02-11 22:36:27,6,failed,2,GB,9.14472438
918550886,Story Moment: Add Time to the Day w/ Audio Stories for Kids,Radio & Podcasts,Publishing,USD,2014-09-28 17:26:26,7500,2014-09-04 17:26:26,2091,failed,27,US,2091
1762415231,CitySites,Painting,Art,USD,2012-06-15 16:51:16,4450,2012-05-06 16:51:16,882,failed,12,US,882
362723053,Singapore Tasty (Canceled),Food,Food,CAD,2015-06-06 23:45:49,5000,2015-05-07 23:45:49,1,canceled,1,CA,0.8288417
801407432,Men's Organic Underwear,Apparel,Fashion,USD,2016-06-15 16:44:30,50000,2016-05-16 16:44:30,1089,failed,16,US,1089
1184868003,The Sub-Sonarium,Public Art,Art,USD,2012-07-09 08:55:56,3000,2012-06-09 08:55:56,3120.85,successful,50,US,3120.85
957028122,Exlibrium: Book One,Comic Books,Comics,USD,2016-06-23 17:26:16,10000,2016-05-24 17:26:16,24554.5,successful,594,US,24554.5
1815463045,Furi - Rider Figurine,Games,Games,EUR,2017-01-10 12:11:00,51120,2016-12-02 12:53:37,3079,live,68,FR,3264.76512226
882308847,"Beatles: Lost and Found Photos. SF, Candlestick Park, 1966",Fine Art,Photography,USD,2016-07-08 14:13:02,6000,2016-06-08 14:13:02,6676,successful,100,US,6576
1954406163,Acorn Coffee Co.,Food,Food,USD,2014-12-14 17:34:16,1500,2014-11-14 17:34:16,240,failed,8,US,240
497549075,CHECHIL BITES: On-The-Go Cheese Snack,Food,Food,USD,2014-06-21 19:02:57,10000,2014-06-11 19:02:57,10205,successful,215,US,10205
725133767,Christian T-Shirts,Fashion,Fashion,USD,2012-11-22 01:24:51,2800,2012-10-23 01:24:51,50,failed,1,US,50
645261717,The Boy Scout Book Project - Saving Scout Fiction (1910-35),Fiction,Publishing,USD,2015-02-22 00:31:14,7500,2015-02-07 00:31:14,41,failed,4,US,41
1869703659,Rhode Island Mini Maker Faire,Hardware,Technology,USD,2010-09-16 23:46:18,1500,2010-08-17 23:46:18,1642.64,successful,31,US,1642.64
1790916329,"iChair: Case with Integrated Stand for iPad, iPhone, & iPod",Product Design,Design,USD,2011-04-04 19:42:41,15000,2011-03-10 19:42:41,230,canceled,4,US,230
918684151,Avant Garde,Drama,Film & Video,USD,2015-05-16 18:49:00,20000,2015-03-20 17:06:50,0,failed,0,US,0
74327429,Raw Nerve #4 and issues 1-3 reprinted,Comics,Comics,USD,2014-02-10 00:29:15,1200,2014-01-11 00:29:15,366,failed,16,US,366
985292261,"Right Here, Right Now : le changement climatique en Océanie",Nature,Photography,EUR,2016-07-08 23:54:13,1100,2016-06-13 23:54:13,50,failed,1,FR,56.2615125
693244354,Ho Ho Homicidal - Feature Film ,Shorts,Film & Video,USD,2011-04-20 05:29:54,2000,2011-01-19 05:29:54,78,failed,5,US,78
695990139,PlanetMJ,Apps,Technology,EUR,2015-03-22 21:02:02,50000,2015-02-20 22:02:02,0,failed,0,NL,0
1711480123,Crombz.com,Web,Technology,CAD,2015-03-30 18:06:34,3000,2015-02-28 18:06:34,0,failed,0,CA,0
1944427797,Handmade and Printed Greeting Cards and Invitations!,Crafts,Crafts,USD,2012-03-06 16:51:15,20000,2012-02-05 16:51:15,0,failed,0,US,0
19384204,pARTnership Romania,Photo,Journalism,NZD,2014-10-24 06:00:00,5000,2014-08-25 11:35:12,6305,successful,40,NZ,5300.0875369
1481987591,Dreaming of the End of Christianity,Publishing,Publishing,USD,2015-05-22 11:25:51,1000,2015-04-22 11:25:51,0,failed,0,US,0
1453055471,HERALD OF OLYMPUS: An Original Graphic Novel,Comics,Comics,USD,2011-09-25 03:26:10,2400,2011-08-11 03:26:10,435,failed,8,US,435
1697805653,Once Upon a Time in the 1970s - Sci-Fi Webseries Season 2,Science Fiction,Film & Video,USD,2014-05-19 20:30:46,8000,2014-04-23 20:30:46,8731,successful,182,US,8731
1173264988,Anchorage Chamber Music Festival 2015,Classical Music,Music,USD,2015-08-15 03:00:00,2500,2015-07-15 01:29:46,2500,successful,14,US,2500
1352265334,Pure ~ Everything handmade,Fashion,Fashion,USD,2015-04-11 04:16:31,5000,2015-03-12 03:16:31,0,failed,0,US,0
1545177982,We Don't Play Fight,Plays,Theater,USD,2016-04-15 18:28:00,3500,2016-02-17 17:13:16,29,failed,4,US,29
1107140009,"The Making of Gabriel Kelley's  ""Lighter Shades of Blue""",Music,Music,USD,2013-09-17 16:48:26,35000,2013-07-19 16:48:26,35795,successful,333,US,35795
2088566913,Soaps Haven For The Community,Crafts,Crafts,USD,2014-11-19 03:37:16,1100,2014-09-20 03:37:16,1664,successful,69,US,1664
813467831,Free Play: A Video Game Jazz Tribute,Jazz,Music,USD,2013-04-20 23:00:26,11585,2013-03-21 22:00:26,16893.78,successful,506,US,16893.78
74015473,Sketti Tales: An Adventure Through Space and Time,Children's Books,Publishing,USD,2015-05-06 19:33:31,1500,2015-04-06 19:33:31,0,failed,0,US,0
1074874265,PLOP,Technology,Technology,EUR,2016-07-27 07:07:27,15000,2016-05-28 07:07:27,51,failed,2,IT,57.05412738
2092959468,Aquaponics Systems & Plan Sets  =  Food Independence,Food,Food,USD,2013-04-09 01:00:16,12000,2013-03-12 00:00:16,1910,failed,39,US,1910
57202997,Sweet Box Treats coming to a store near you!,Food,Food,USD,2013-02-16 00:04:03,2000,2013-01-17 00:04:03,2006.22,successful,44,US,2006.22
962698809,"A House, A Home BRAND NEW ALBUM",Indie Rock,Music,USD,2011-09-19 02:51:38,4000,2011-08-20 02:51:38,4386,successful,80,US,4386
1083652301,The gentleman no-boner,Gadgets,Technology,CAD,2015-06-11 20:42:00,150,2015-04-16 21:27:29,8,failed,4,CA,6.40080904
964070859,Popapocalypse #2,Comic Books,Comics,USD,2016-04-01 08:59:00,3000,2016-03-01 20:58:53,4027,successful,153,US,4027
88659641,Mark & Sarah Tillman's next worship album! (Canceled),Music,Music,USD,2015-12-12 05:59:00,12500,2015-11-10 12:56:04,115,canceled,4,US,115
1177874282,Bad Choices the Film/Documentary (Canceled),Documentary,Film & Video,USD,2011-08-25 03:13:35,7000,2011-05-27 03:13:35,0,canceled,0,US,0
